"loc_id","loc_name","loc_nickname","address1","address2","city","state","zip","county_fips","geofips_tract","geofips_bg","pt_latitude","pt_longitude","crh_zone_name","crh_zone_id"
"606","Crossroads UMC Food Pantry","Crossroads UMC Food Pantry","1100 S HAGUE AVE","","COLUMBUS","OH","43204","39049","39049008321","390490083211","39.93260535","-83.07574285","Hilltop","3"
"607","Limestone Valley FP-E. Fultonham UMC  ","Limestone Valley FP-E. Fultonham UMC  ","6939 ELM ST","","EAST FULTONHAM","OH","43735","39119","39119912500","391199125001","39.85100810","-82.12216263","",""
"608","Open Table Pantry/Grace Point Community Church","Open Table Pantry/Grace Point Comm. Ch","2393 PEACHBLOW RD","","LEWIS CENTER","OH","43035","39041","39041011560","390410115602","40.22702970","-83.00618970","",""
"615","Corinthian Missionary Baptist Choice FP   ","Corinthian Missionary Baptist Choice FP   ","3161 E 5TH AVE","","COLUMBUS","OH","43219","39049","39049002600","390490026003","39.98460665","-82.91922267","Northeast","10"
"619","Church on the Rise Food Pantry","Church on the Rise Food Pantry","7521 Newark RD","","MOUNT VERNON","OH","43050","39083","39083007400","390830074001","40.34495368","-82.46965844","",""
"621","Father's Table","Father's Table","723 COSHOCTON AVE","","MOUNT VERNON","OH","43050","39083","39083007200","390830072004","40.39849750","-82.46317190","",""
"629","Community Christian Fellowship Pantry","CCF Pantry","209 E WATER ST","","PROSPECT","OH","43342","39101","39101010500","391010105001","40.45046353","-83.18719395","",""
"633","Apostolic Christian Church Food Pantry","Apostolic Christian Church Food Pantry","6039 Old Delaware RD","","MOUNT VERNON","OH","43050","39083","39083007600","390830076003","40.38221500","-82.48386200","",""
"646","Interchurch Social Service - Knox Co.  ","ISS-Knox","306 W GAMBIER ST","REAR","MOUNT VERNON","OH","43050","39083","39083007600","390830076003","40.39168618","-82.48964151","",""
"647","Edison Enterprise Baptist Church","EEBC","3055 STATE ROUTE 95","","EDISON","OH","43320","39117","39117965200","391179652001","40.56055453","-82.87170552","",""
"648","Morrow County Food Pantry","Morrow County Food Pantry","619 W MARION RD","","MOUNT GILEAD","OH","43338","39117","39117965200","391179652003","40.54920577","-82.84946255","",""
"651","St.Vincent de Paul-Marion","St.Vincent de Paul-Marion","342 N MAIN ST","","MARION","OH","43302","39101","39101000900","391010009003","40.59372436","-83.12872238","",""
"653","Church of the Cross Food Pantry","Church of the Cross Food Pantry","7712 STATE ROUTE 43","","BERGHOLZ","OH","43908","39081","39081011500","390810115003","40.44997013","-80.85295411","",""
"661","Bell Chapel United Methodist Food Pantry","Bell Chap UMC Food Pantry","3427 STATE ROUTE 213","","STEUBENVILLE","OH","43952","39081","39081011402","390810114021","40.42267547","-80.65983995","",""
"670","Johnson/Rudd Community Pantry     ","Johnson/Rudd Community Pantry     ","6342 MARION AGOSTA RD","","MARION","OH","43302","39101","39101010300","391010103001","40.58625140","-83.29877850","",""
"677","Reynoldsburg Community of Care","Reynoldsburg Community of Care","1649 GRAHAM RD","","REYNOLDSBURG","OH","43068","39049","39049009385","390490093851","39.95070196","-82.79591726","Reynoldsburg","14"
"678","Maywood Mission Pantry","Maywood Mission Pantry","1029 S BROAD ST","","LANCASTER","OH","43130","39045","39045032300","390450323003","39.69956758","-82.60343293","",""
"681","Bread Basket Food Pantry","Bread Basket Food Pantry","186 N 17TH ST","","COLUMBUS","OH","43203","39049","39049003600","390490036002","39.96903247","-82.97698609","Near East","8"
"691","INPREM Holistic Comm. Resource Ctr. FP","INPREM Holistic Comm. Resource Ctr. FP","5757 KARL RD","","COLUMBUS","OH","43229","39049","39049006923","390490069231","40.08513995","-82.97553662","161 and Karl","7"
"692","New Generation Church","New Generation Church","1173 ESSEX AVE","","COLUMBUS","OH","43201","39049","39049001400","390490014002","39.98940750","-82.98771019","Linden","1"
"697","Urban Farms of Central Ohio","UFCO","3220 GROVEPORT RD","","COLUMBUS","OH","43207","39049","39049008813","390490088132","39.89978117","-82.96310102","Sub South Side","11"
"699","Victorious Life Christian Center","VLCC","1875 TAMARACK CIR N","","COLUMBUS","OH","43229","39049","39049006932","390490069325","40.07762376","-82.96681958","161 and Karl","7"
"701","No Limits Outreach Pantry/Safe Harbor Pe","No Limits Outreach Pantry/Safe Harbor Pe","4046 TOWNSHIP ROAD 246","","EDISON","OH","43320","39117","39117965200","391179652001","40.56447000","-82.87213000","",""
"702","M.A.S.H. Pantry","MASH","1205 W BROAD ST","","COLUMBUS","OH","43222","39049","39049005000","390490050001","39.95823141","-83.03272876","Franklinton","6"
"705","Mt Period Baptist Church","Mt. Period BC","462 KIMBALL PL","","COLUMBUS","OH","43205","39049","39049005410","390490054101","39.95683662","-82.96331266","Near East","8"
"706","Whitehall CCCU Church Outreach","Whitehall CCCU Church Outreach","408 COLLINGWOOD AVE","","COLUMBUS","OH","43213","39049","39049009220","390490092201","39.96472729","-82.89976965","Far East","5"
"707","Church Triumphant","Church Triumphant","647 W BROAD ST","","COLUMBUS","OH","43215","39049","39049004200","390490042001","39.95998938","-83.01801407","Franklinton","6"
"708","Franklin Station Food Pantry","Franklin Station Food Pantry","524 W BROAD ST","","COLUMBUS","OH","43215","39049","39049004200","390490042001","39.96062234","-83.01438026","Franklinton","6"
"709","Angel Food Pantry","Angel Food Pantry","8 N MAIN ST","","MARENGO","OH","43334","39117","39117965500","391179655002","40.40240343","-82.81073068","",""
"710","Common Ground Food Pantry","Common Ground Food Pantry","1730 LOCKBOURNE RD","","COLUMBUS","OH","43207","39049","39049008720","390490087204","39.93113160","-82.96461740","SSTC","4"
"713","Hilltop UMC Food Pantry","Hilltop UMC Food Pantry","99 S HIGHLAND AVE","","COLUMBUS","OH","43223","39049","39049004700","390490047001","39.95358403","-83.06083687","Hilltop","3"
"716","Columbus City Schools","Columbus City Schools","791 GRIGGS AVE","","COLUMBUS","OH","43223","39049","39049005100","390490051001","39.94448000","-83.01863000","Franklinton","6"
"723","Neighborhood Services Inc. (NSI)","NSI","1950 N 4TH ST","","COLUMBUS","OH","43201","39049","39049001200","390490012002","40.00325219","-82.99841315","OSU & Surrounding Area","16"
"726","Leave a Mark Church Food Pantry","LAMC","4818 PARSONS AVE","","COLUMBUS","OH","43207","39049","39049009590","390490095903","39.86412000","-82.98329000","South Franklin County","25"
"735","Frankfort UMC","Frankfort UMC","30 CHURCH ST","","FRANKFORT","OH","45628","39141","39141955800","391419558001","39.40340099","-83.18197702","",""
"739","Faith United Methodist Church Produce Market","Faith United Methodist Church Produce Market","518 S 8TH ST","","CAMBRIDGE","OH","43725","39059","39059977300","390599773002","40.01880269","-81.59091950","",""
"740","Southfield Baptist","SouthBap","1399 AUGMONT AVE","","COLUMBUS","OH","43207","39049","39049008813","390490088131","39.89864255","-82.95791209","Sub South Side","11"
"742","Mt.Olivet Food Pantry","Mt.Olivet Food Pantry","428 E MAIN ST","","COLUMBUS","OH","43215","39049","39049004000","390490040002","39.95767542","-82.98690866","Downtown","18"
"743","Church Triumphant","Church Triumphant","4496 STATE ROUTE 180","","KINGSTON","OH","45644","39141","39141955500","391419555003","39.43827536","-82.87789985","",""
"744","Greater Groveport Human Needs Food Pantry","GGH","4575 MADISON LN","","GROVEPORT","OH","43125","39049","39049009495","390490094953","39.87732226","-82.88269680","Southeast","12"
"745","Hoge Food Pantry","Hoge Food Pantry","2930 W BROAD ST","","COLUMBUS","OH","43204","39049","39049004500","390490045005","39.95481330","-83.07872871","Hilltop","3"
"751","Life Link Food Pantry","Life Link Food Pantry","248 OLNEY AVE","","MARION","OH","43302","39101","39101000100","391010001001","40.58542785","-83.13754494","",""
"761","Military Veterans Resource Center - Columbus","MVRC Columbus","1395 E DUBLIN GRANVILLE RD","STE 350","COLUMBUS","OH","43229","39049","39049006923","390490069231","40.08729579","-82.98056689","161 and Karl","7"
"762","Military Veterans Resource Center - Hamilton","MVRCHAM","914 ROSS AVE","","HAMILTON","OH","45013","39017","39017001100","390170011003","39.41171721","-84.58094052","",""
"763","Military Veterans Resource Center - Huber Heights","MVRCHH","5420 BRANDT PIKE","","DAYTON","OH","45424","39113","39113100400","391131004001","39.83167170","-84.11970280","",""
"764","J. Jireh Ministries Food Pantry    ","J. Jireh Ministries Food Pantry    ","1670 E MAIN ST","","COLUMBUS","OH","43205","39049","39049003700","390490037002","39.95762219","-82.95423388","Near East","8"
"767","Military Veterans Resource Center - Chillicothe","MVRCCHI","1786 N BRIDGE ST","","CHILLICOTHE","OH","45601","39141","39141956300","391419563002","39.37270317","-82.97579957","",""
"771","Clair UMC Food Pantry Plus","Clair UMC Food Pantry Plus","293 E BARTHMAN AVE","","COLUMBUS","OH","43207","39049","39049006100","390490061002","39.92381784","-82.98723664","SSTC","4"
"781","Canal Lewisville Church","CLC","198 E CHURCH ST","","COSHOCTON","OH","43812","39031","","","40.30124102","-81.83793188","",""
"782","Community Outreach/Abundant Life Chapel","Community Outreach/Abundant Life Chapel","2782 WESTERVILLE RD","","COLUMBUS","OH","43224","39049","39049000820","390490008201","40.02375850","-82.96251266","Linden","1"
"785","New Faith Ministries Food Pantry","New Faith Ministries Food Pantry","2879 BRICE Rd","","BRICE","OH","43109","39049","39049009374","390490093742","39.92021100","-82.83210400","Refugee Road","15"
"786","Southwestern Church of Christ Pantry","Southwestern Church of Christ Pantry","3767 GROVE CITY RD","","GROVE CITY","OH","43123","39049","39049009752","390490097522","39.88194561","-83.10114476","Grove City","9"
"787","Franklin Local Community School","FLCS","76 W ATHENS RD","","ROSEVILLE","OH","43777","39119","39119912500","391199125004","39.80000691","-82.07160343","",""
"792","Bainbridge Produce Market","Bainbridge PM","103 E 5TH ST","","BAINBRIDGE","OH","45612","39141","39141955700","391419557003","39.28094000","-83.34675000","",""
"793","Mt. Tabor Community Christian Church","MTCCC","6043 MOUNT TABOR RD","","CHILLICOTHE","OH","45601","39141","39141956800","391419568005","39.22744730","-83.01566140","",""
"801","Ross Co Hunger Coalition","Ross CHC","53 E 2ND ST","","CHILLICOTHE","OH","45601","39141","39141956300","391419563001","39.33485948","-82.98080624","",""
"802","People In Need","PIN","138 JOHNSON DR","","DELAWARE","OH","43015","39041","39041012200","390410122001","40.28118910","-83.08879400","",""
"803","Salvation Army Worthington ","SA - Worthington ","760 WORTHINGTON WOODS BLVD","","COLUMBUS","OH","43085","39049","39049007048","390490070481","40.11883083","-82.99518375","Worthington","24"
"804","Salvation Army Citadel    ","SA - Citadel    ","3662 KARL RD","","COLUMBUS","OH","43224","39049","39049007710","390490077104","40.04129181","-82.97733298","Linden","1"
"805","Greenfield Place","Greenfield Place","283 GREEN AVE","","GROVEPORT","OH","43125","39049","39049009440","390490094402","39.84887045","-82.89342777","Groveport","29"
"807","Village Place (LSS)","Village Pl","1489 OCTOBER RIDGE CT","","COLUMBUS","OH","43223","39049","39049008340","390490083401","39.92556817","-83.05573623","Grove City","9"
"808","Gospel Lighthouse Food Pantry","Gospel Lighthouse Food Pantry","600 FREBIS AVE","","COLUMBUS","OH","43206","39049","39049006000","390490060003","39.93541527","-82.97993332","SSTC","4"
"809","St. Lawrence Haven Pantry/St.Vincent DePaul  ","St. Lawrence Haven Pantry/St.Vincent DePaul ","578 E MAIN ST","","COLUMBUS","OH","43215","39049","39049004000","390490040002","39.95790910","-82.98480874","Downtown","18"
"810","Hilltop Senior Village","Hilltop Senior Vil.","300 OVERSTREET WAY","","COLUMBUS","OH","43228","39049","39049008311","390490083111","39.94683978","-83.09714587","Hilltop","3"
"812","Hope Clinic","Hope Clinic","475 WESTERN AVE","","CHILLICOTHE","OH","45601","39141","39141956100","391419561002","39.33590700","-83.00303190","",""
"813","Eastland Manor","Eastland Manor","4225 MACSWAY AVE","","COLUMBUS","OH","43232","39049","39049009325","390490093251","39.92359378","-82.88329677","Southeast","12"
"814","Cambridge Arms","Cambridge Arms","926 E BROAD ST","","COLUMBUS","OH","43205","39049","39049003600","390490036002","39.96512272","-82.97617217","Near East","8"
"815","Michigan Ave Apartments","Michigan Ave Apartments","1200 MICHIGAN AVE","","COLUMBUS","OH","43201","39049","39049002000","390490020003","39.98519022","-83.01666468","OSU & Surrounding Area","16"
"818","Jeffersonville Church of Christ","Jeffersonville Church of Christ","83 N MAIN ST","","JEFFERSONVILLE","OH","43128","39047","39047925900","390479259003","39.66222408","-83.57297830","",""
"824","Maplewood Hgts","Maplewood Hgts","91 MAPLEWOOD AVE","","COLUMBUS","OH","43213","39049","39049009220","390490092201","39.97115423","-82.90252650","Far East","5"
"830","Harvest Time International Food Pantry","Harvest Time International Food Pantry","920 E FULTON ST","","COLUMBUS","OH","43205","39049","39049005300","390490053004","39.95543554","-82.97418678","SSTC","4"
"833","Calvary Christian Fellowship","Calvary Christian Fellowship","3601 BEXVIE AVE","","COLUMBUS","OH","43227","39049","39049009334","390490093343","39.93530471","-82.90575059","Southeast","12"
"834","Highpoint Nazarene","Highpoint Nazarene","795 POLLOCK RD","","DELAWARE","OH","43015","39041","39041012200","390410122002","40.28045998","-83.06188589","",""
"838","Stonehouse","Stonehouse","54385 NATIONAL RD","","BRIDGEPORT","OH","43912","39013","39013010200","390130102001","40.06989178","-80.80229657","",""
"840","Linworth Road Church Food Pantry","Linworth Road Church Food Pantry","5400 LINWORTH RD","","COLUMBUS","OH","43235","39049","39049006950","390490069501","40.07030980","-83.04201801","Sawmill Bethel","17"
"845","Worthington Resource Pantry","Worthington Resource Pantry","6700 HUNTLEY RD","STE A","COLUMBUS","OH","43229","39049","39049006722","390490067221","40.08823298","-83.00406836","Worthington","24"
"847","New Fellowship Baptist Church Food Pantry   ","New Fellowship Baptist Church FoodPantry   ","3420 PETZINGER RD","","COLUMBUS","OH","43232","39049","39049009337","390490093372","39.92812934","-82.90176922","Southeast","12"
"848","Reynoldsburg Helping Hands Pantry  ","Reynoldsburg Helping Hands Pantry  ","7356 E MAIN ST","","REYNOLDSBURG","OH","43068","39049","39049009382","390490093821","39.95536306","-82.80197517","Reynoldsburg","14"
"849","Fruit of the Vine","Fruit of the Vine","181 E 5TH AVE","","COLUMBUS","OH","43201","39049","39049001700","390490017003","39.98681948","-83.00042647","OSU & Surrounding Area","16"
"867","St. Michael Catholic Church","St. Michael Catholic Church","5750 N HIGH ST","","WORTHINGTON","OH","43085","39049","39049006810","390490068101","40.08086435","-83.01844757","Worthington","24"
"869","YWCA Wings","YWCA Wings","65 S 4TH ST","","COLUMBUS","OH","43215","39049","39049004000","390490040001","39.96089145","-82.99598924","Downtown","18"
"872","Centerburg Senior Services","Centerburg Senior Services","119 S PRESTON ST","P.O BOX 7","CENTERBURG","OH","43011","39083","39083007700","390830077002","40.30030630","-82.69742548","",""
"873","Covenant Food Pantry","Covenant Food Pantry","13360 NEW DELAWARE RD","","MOUNT VERNON","OH","43050","39083","39083007000","390830070002","40.38973030","-82.50945390","",""
"874","Lansing","Lansing","68205 COMMERCIAL DR","","BRIDGEPORT","OH","43912","39013","39013010100","390130101003","40.07049981","-80.77911267","",""
"876","Luthern Social Services Produce Markets","LSS Produce Markets","500 W WILSON BRIDGE RD","","WORTHINGTON","OH","43085","39049","39049006721","390490067211","40.10721981","-83.03361802","Worthington","24"
"877","Christ Memorial Baptist Church","Christ Memorial Food Pantry","1223 BARNETT RD","","COLUMBUS","OH","43227","39049","39049002770","390490027702","39.94755511","-82.90628887","Far East","5"
"878","Union TWP Fire Dept - Frankfort","Union TWP Fire Dept - Frankfort","12034 PLEASANT VALLEY RD","","CHILLICOTHE","OH","45601","39141","39141955800","391419558002","39.37239320","-83.05228960","",""
"880","Mission Family Ministries","Mission Family Ministries","989 MAIN ST","","RICHMOND DALE","OH","45673","39141","39141956700","391419567003","39.20142790","-82.81494507","",""
"885","Moms 2B - Multiple Sites","Moms 2B","1182 N 6TH ST","","COLUMBUS","OH","43201","39049","39049001600","390490016001","39.98779985","-82.99708350","OSU & Surrounding Area","16"
"893","Homeport Produce Markets","Homeport P Markets","2393 CANAL BAY WAY","","COLUMBUS","OH","43232","39049","39049009325","390490093253","39.92408169","-82.89380124","Southeast","12"
"894","First Pentecostal Food Pantry","First Pentecostal Food Pantry","421 DAKOTA AVE","","COLUMBUS","OH","43223","39049","39049005000","390490050003","39.95046331","-83.02653212","Franklinton","6"
"897","Agape Food Pantry","Agape Food Pantry","525 FLACK ST","","STEUBENVILLE","OH","43952","39081","39081001200","390810012001","40.36914000","-80.71260000","",""
"904","Milo-Grogan Recreation Center","Milo-Grogan Rec Center","862 E 2ND AVE","","COLUMBUS","OH","43201","39049","39049002300","390490023002","39.98151854","-82.98106189","Linden","1"
"906","Dodge Multi-Generational Center","Dodge Multi-Generational Center","667 SULLIVANT AVE","","COLUMBUS","OH","43215","39049","39049004200","390490042001","39.95388652","-83.01760061","Franklinton","6"
"908","Salvation Army Belmont County","SA Bellaire","315 37TH ST","","BELLAIRE","OH","43906","39013","39013011600","390130116001","40.01939784","-80.74131093","",""
"911","Lighthouse Ministries Helping Hands Food Pantry","Lighthouse Ministries","2295 S HIGH ST","","COLUMBUS","OH","43207","39049","39049008821","390490088211","39.91318000","-82.99594000","Sub South Side","11"
"912","Stygler Village ","Stygler Village ","140 IMPERIAL DR","","COLUMBUS","OH","43230","39049","39049007424","390490074246","40.02179348","-82.89261618","Gahanna","22"
"914","Bloomingburg","Bloomingburg","62 MAIN ST","","BLOOMINGBURG","OH","43106","39047","39047925800","390479258003","39.60665131","-83.39689546","",""
"915","Elim Manor","Elim Manor","3180 ELIM MANOR CT","","COLUMBUS","OH","43232","39049","39049009337","390490093371","39.92420850","-82.90835980","Southeast","12"
"920","Mt. Carmel Holy Church","Mt. Carmel Holy Church","2182 COURTRIGHT RD","","COLUMBUS","OH","43232","39049","39049009325","390490093253","39.92755773","-82.89842561","Southeast","12"
"925","Nazareth Towers","Nazareth Towers","300 E RICH ST","","COLUMBUS","OH","43215","39049","39049004000","390490040001","39.95865960","-82.99018279","Downtown","18"
"928","Capital Park","Capital Park","2150 AGLER RD","","COLUMBUS","OH","43224","39049","39049007534","390490075341","40.02720050","-82.95529431","Linden","1"
"934","Focus Learning Academy","Focus Learning Academy","4480 REFUGEE RD","","COLUMBUS","OH","43232","39049","39049009326","390490093261","39.91549196","-82.87824899","Refugee Road","15"
"935","Lifepointe Family Center","Lifepointe Family Center","109 S MAIN ST","","LONDON","OH","43140","39097","39097040700","390970407001","39.88443708","-83.44651841","",""
"937","The Word  - Developmnt Corp","The Word - Developmnt Corp","115 WILSON AVE","","COLUMBUS","OH","43205","39049","39049003800","390490038002","39.96378708","-82.96626669","Near East","8"
"949","Columbus State Community College","Columbus State ","315 CLEVELAND AVE","","COLUMBUS","OH","43215","39049","39049003000","390490030001","39.97023540","-82.99057990","Downtown","18"
"954","Salvation Army-Mt.Vernon","Salvation Army-Mt.Vernon","206 E OHIO AVE","","MOUNT VERNON","OH","43050","39083","39083007500","390830075004","40.39038151","-82.48197938","",""
"963","College Drive Presbyterian Pantry","College Drive Presbyterian Pantry","2 W HIGH ST","","NEW CONCORD","OH","43762","39119","39119912800","391199128003","39.99458993","-81.73757959","",""
"988","Whitehall UMC","Whitehall UMC","525 BERNHARD RD","","COLUMBUS","OH","43213","39049","39049009250","390490092501","39.96436654","-82.87999836","Far East","5"
"989","Barack Community Rec Center","Barack CRC","580 E WOODROW AVE","","COLUMBUS","OH","43207","39049","39049006000","390490060001","39.92741807","-82.97930064","SSTC","4"
"995","Stratford East","Stratford East","3401 QUINLAN BLVD","","CANAL WINCHESTER","OH","43110","39049","39049009374","390490093742","39.91349169","-82.82098666","Refugee Road","15"
"998","New Horizons Christian Fellowship ","New Horizons Christian Fellowship ","1428 FAIRWOOD AVE","","COLUMBUS","OH","43206","39049","39049008710","390490087103","39.93826425","-82.95453119","SSTC","4"
"1003","CIA-Compassion in Action","Compassion in Action","8610 Blacklick-Eastern Rd","","PICKERINGTON","OH","43147","39045","39045032900","390450329003","39.93059239","-82.74761753","",""
"1005","KS Community Services","KS Community Services","1771 Red Robin Road","","COLUMBUS","OH","43229","39049","39049006933","390490069333","40.06560670","-82.96996314","Morse","2"
"1006","Christian Center PTL","Christian Center PTL","298 ROCKY FORK DR S","","COLUMBUS","OH","43230","39049","39049007426","390490074261","40.01004877","-82.87136494","Gahanna","22"
"1018","Philadelphia Deliverance","Philadelphia Deliverance","250 S NAPOLEON AVE","","COLUMBUS","OH","43213","39049","39049002750","390490027501","39.96735028","-82.90600116","Far East","5"
"1019","Koinonia Dev. Corp Pantry","Koinonia Dev. Corp Pantry","258 HOSACK ST","","COLUMBUS","OH","43207","39049","39049006100","390490061002","39.92257858","-82.98833798","SSTC","4"
"1020","Woodview Court","Woodview Court","3623 HERITAGE CLUB DR","","HILLIARD","OH","43026","39049","39049010602","390490106021","40.02517765","-83.16188777","Hilliard","21"
"1021","Trinity Assembly of God Produce Market","Trinity Assembly of God Produce Market","1112 DEMOREST RD","","COLUMBUS","OH","43204","39049","39049008360","390490083601","39.93098771","-83.09012206","Grove City","9"
"1028","Jaycee Village","Jaycee Village","5905 BEECHCROFT RD","","COLUMBUS","OH","43229","39049","39049006945","390490069452","40.08947805","-82.96403695","161 and Karl","7"
"1031","The Bishop Griffin Center ","Bishop Griffin Center","2875 E LIVINGSTON AVE","","COLUMBUS","OH","43209","39049","39049002780","390490027801","39.94701476","-82.91957699","Bexley","27"
"1047","Faith Ministries","Faith Ministries","2747 AGLER RD","","COLUMBUS","OH","43224","39049","39049007520","390490075201","40.02648592","-82.94053355","Linden","1"
"1049","Moler Elementary Produce Market","Moler P. Market","1201 MOLER RD","","COLUMBUS","OH","43207","39049","39049008720","390490087204","39.93204433","-82.96094255","SSTC","4"
"1065","Heavenly Kids Daycare","Heavenly Kids Daycare","404 E MOUND ST","","COLUMBUS","OH","43215","39049","39049004000","390490040002","39.95612577","-82.98842080","Downtown","18"
"1067","Seniors At Hegemon","Seniors At Hegemon","2399 MOCK RD","","COLUMBUS","OH","43219","39049","39049007512","390490075122","40.01127433","-82.94624032","Northeast","10"
"1085","Lincoln Gardens","Lincoln Gardens","110 STURBRIDGE RD","","COLUMBUS","OH","43228","39049","39049008110","390490081105","39.95436903","-83.13630556","Galloway","13"
"1091","Stratford Place","Stratford Place","383 INAH AVE","","COLUMBUS","OH","43228","39049","39049008120","390490081202","39.94273313","-83.13910340","Galloway","13"
"1092","MASJID AN-NAS","MASJID AN-NAS","1331 1/2 E LONG ST","","COLUMBUS","OH","43203","39049","39049002800","390490028004","39.96889239","-82.96579802","Near East","8"
"1095","Upper Room Food Pantry ","Upper Room","331 MAIN ST","","COSHOCTON","OH","43812","39031","39031961400","390319614002","40.27356786","-81.86629223","",""
"1098","Bethany Baptist","Bethany Baptist","959 BULEN AVE","","COLUMBUS","OH","43206","39049","39049005500","390490055001","39.94765118","-82.95205244","SSTC","4"
"1101","Grovewood Place","Grovewood Place","4301 STONER DR","","GROVE CITY","OH","43123","39049","39049009712","390490097123","39.87580102","-83.08205702","Grove City","9"
"1103","R F Hairston Day Care","R F Hairston Day Care","400 N 20TH ST","","COLUMBUS","OH","43203","39049","39049002900","390490029002","39.97390611","-82.97311275","Near East","8"
"1106","Jaycee Arms","Jaycee Arms","266 E MAIN ST","","COLUMBUS","OH","43215","39049","39049004000","390490040001","39.95706422","-82.99224091","Downtown","18"
"1107","Impact Community Action","Impact Community Action","700 BRYDEN RD","","COLUMBUS","OH","43215","39049","39049003800","390490038001","39.96096000","-82.98103000","Near East","8"
"1118","Zion Baptist Church","Zion Baptist Church","84 S CLINTON RD","","CHILLICOTHE","OH","45601","39141","39141956000","391419560002","39.35461112","-83.04716635","",""
"1120","Native American Indian Center of Central Ohio","NAICCO","67 E INNIS AVE","","COLUMBUS","OH","43207","39049","39049006100","390490061004","39.92615110","-82.99367856","SSTC","4"
"1121","Kiwanis Club of Coshocton","Kiwanis Club of Coshocton","725 PINE ST","","COSHOCTON","OH","43812","39031","39031961500","390319615003","40.26711317","-81.85803299","",""
"1123","Compel Christian Center","Compel Christian Center","2447 W MOUND ST","","COLUMBUS","OH","43204","39049","39049004820","390490048202","39.93837789","-83.06296029","Hilltop","3"
"1127","Harlem Road UMC","Harlem Road UMC","5520 HARLEM RD","","GALENA","OH","43021","39041","39041011760","390410117602","40.16208580","-82.84133200","",""
"1128","Harrison Hills Market","Harrison Hills Market","730 PEPPARD AVE","","CADIZ","OH","43907","39067","39067976000","390679760002","40.27893780","-81.00434060","",""
"1129","St. Frances Cabrini","St. Frances Cabrini","72581 Colerain Road Route 250","","COLERAIN","OH","43916","39013","39013010300","390130103001","40.14104733","-80.83010406","",""
"1213","Primary One","Primary One","2300 W BROAD ST","","COLUMBUS","OH","43204","39049","39049004500","390490045002","39.97245590","-83.05097069","Hilltop","3"
"1222","Restoration Christian Center","Restoration Christian Center","1398 Moler Rd","","COLUMBUS","OH","43207","39049","39049008710","390490087101","39.93203406","-82.95679622","SSTC","4"
"1232","St. Stephen's Community House","St. Stephens","1500 E 17TH AVE","","COLUMBUS","OH","43219","39049","39049007511","390490075112","39.99998825","-82.96664349","Linden","1"
"1234","South Side Roots Cafe","South Side Roots","280 REEB AVE","","COLUMBUS","OH","43207","39049","39049006100","390490061002","39.92491231","-82.98897764","SSTC","4"
"1265","Salvation Army Lancaster","Salvation Army Lancaster","228 W HUBERT AVE","","LANCASTER","OH","43130","39045","39045032300","390450323003","39.70315611","-82.60379648","",""
"1272","Freedom House of Chillicothe Food Pantry","Freedom House","39 S MULBERRY ST","","CHILLICOTHE","OH","45601","39141","39141956300","391419563003","39.33154939","-82.97837358","",""
"1276","New Beginnings Christian Center","New Beginnings Christian Center","3424 S HAMILTON RD","","COLUMBUS","OH","43232","39049","39049009420","390490094204","39.90708970","-82.88049770","Refugee Road","15"
"1279","Coburn UMC Food Pantry","Coburn UMC","3618 MAPLE AVE","","ZANESVILLE","OH","43701","39119","39119911600","391199116005","39.99051220","-82.02269461","",""
"1283","SVDP Wintersville","SVDP Wintersville","852 MAIN ST","","STEUBENVILLE","OH","43953","39081","39081001200","390810012001","40.37503621","-80.70180854","",""
"1287","Salvation Army Cambridge","Salvation Army Guernsey County","221 DEWEY AVE","","CAMBRIDGE","OH","43725","39059","39059977300","390599773002","40.02337769","-81.59683344","",""
"1289","Love Zion Baptist Church","Love Zion","1459 MADISON AVE","","COLUMBUS","OH","43205","39049","39049003700","390490037004","39.96463600","-82.96142980","Near East","8"
"1290","Main Ave UMC Food Pantry","Main Ave UMC Food Pantry","223 MAIN ST","","BYESVILLE","OH","43723","39059","39059977900","390599779004","39.97009016","-81.53590868","",""
"1292","Welcome Home","Welcome Home","995 LOCKBOURNE RD","","COLUMBUS","OH","43206","39049","39049005500","390490055004","39.94566600","-82.96369710","SSTC","4"
"1295","Impact CDC/Worship Center of Central Ohio","Impact CDC","2600 OLD COURTRIGHT RD","","COLUMBUS","OH","43232","39049","39049009325","390490093252","39.92004770","-82.89386720","Southeast","12"
"1300","Woodsfield Manna, SOMA","SOMA","303 S MAIN ST","","WOODSFIELD","OH","43793","39111","39111966800","391119668004","39.75899112","-81.11799853","",""
"1303","Genesis of Good Samaritans","Genesis of Good Samaritans","4117 E LIVINGSTON AVE","","COLUMBUS","OH","43227","39049","39049009323","390490093232","39.94471230","-82.88592510","Far East","5"
"1305","Centenary UMC Comm Center Food Pantry","Centenary UMC","2048 DENUNE AVE","","COLUMBUS","OH","43211","39049","39049000820","390490008201","40.02187870","-82.95632590","Linden","1"
"1315","Grace UCC","Grace UCC","1226 SHADY LANE RD","","COLUMBUS","OH","43227","39049","39049009311","390490093112","39.95117520","-82.87035580","Far East","5"
"1316","Plain City Food Pantry","Plain City Food Pantry","156 W MAIN ST","","PLAIN CITY","OH","43064","39097","39097040102","390970401021","40.10807702","-83.26781451","",""
